access_id,student_id,course_id,content_type,content_id,timestamp,time_spent_minutes
A02022,S1012,CS301,quiz,CS301-Q1005,2025-02-13 17:14:17,90
A02023,S1038,DS400,quiz,DS400-Q0901,2025-04-01 14:50:41,17
A02024,S1049,CS301,lecture,CS301-L0503,2025-02-14 11:19:31,31
A02025,S1033,DS400,discussion,DS400-D0604,2025-02-17 16:15:09,18
A02026,S1022,DS400,quiz,DS400-Q0701,2025-03-05 08:57:39,75
A02027,S1033,CS301,quiz,CS301-Q0904,2025-03-01 00:17:47,39
A02028,S1011,DS200,quiz,DS200-Q0605,2025-03-06 14:51:26,86
A02029,S1018,DS400,assignment,DS400-A0605,2025-03-14 20:10:27,47
A02030,S1021,DS400,reading,DS400-R0305,2025-02-14 09:16:37,39
A02031,S1040,CS101,lecture,CS101-L0703,2025-02-04 08:06:06,18
A02032,S1001,CS101,lecture,CS101-L0303,2025-03-10 00:55:18,82
A02033,S1015,DS400,assignment,DS400-A0401,2025-02-24 19:49:37,17
A02034,S1042,CS101,reading,CS101-R0601,2025-02-22 02:24:07,1
A02035,S1021,MATH150,quiz,MATH150-Q0105,2025-02-21 16:29:33,82
A02036,S1041,CS301,discussion,CS301-D0301,2025-03-01 10:28:57,39
A02037,S1019,DS400,discussion,DS400-D1004,2025-03-11 07:57:52,76
A02038,S1040,CS301,video,CS301-V0802,2025-03-14 22:45:19,58
A02039,S1041,CS301,assignment,CS301-A0504,2025-02-16 09:45:45,1
A02040,S1009,MATH150,discussion,MATH150-D0303,2025-03-01 19:48:43,27
A02041,S1005,DS400,video,DS400-V0305,2025-04-21 07:04:15,14
A02042,S1048,DS200,video,DS200-V0202,2025-02-21 07:22:52,78
A02043,S1010,CS101,assignment,CS101-A0505,2025-02-10 20:42:31,8
A02044,S1025,CS101,lecture,CS101-L0902,2025-03-14 04:48:11,34
A02045,S1032,DS200,video,DS200-V0904,2025-03-07 08:51:01,4
A02046,S1035,DS200,quiz,DS200-Q0705,2025-04-11 10:24:47,12
A02047,S1043,CS301,video,CS301-V0303,2025-03-20 11:35:31,60
A02048,S1021,MATH150,assignment,MATH150-A0605,2025-04-03 19:39:10,35
A02049,S1031,DS200,quiz,DS200-Q0305,2025-02-05 01:06:27,42
A02050,S1010,DS400,lecture,DS400-L0904,2025-03-11 00:00:42,85
A02051,S1036,DS200,assignment,DS200-A0204,2025-02-07 00:38:57,71
A02052,S1012,CS301,lecture,CS301-L0802,2025-02-08 00:28:34,59
A02053,S1044,DS200,video,DS200-V0802,2025-05-02 18:11:03,73
A02054,S1042,DS400,video,DS400-V0103,2025-02-19 12:31:30,23
A02055,S1010,DS400,discussion,DS400-D1002,2025-04-14 19:34:05,53
A02056,S1011,CS101,assignment,CS101-A0703,2025-04-06 16:25:20,75
A02057,S1005,MATH150,video,MATH150-V0905,2025-02-15 20:10:25,31
A02058,S1011,MATH150,assignment,MATH150-A0602,2025-04-19 12:14:53,74
A02059,S1035,DS200,reading,DS200-R0903,2025-02-27 18:33:50,54
A02060,S1008,CS301,assignment,CS301-A0804,2025-02-23 02:55:13,21
A02061,S1026,MATH150,video,MATH150-V0105,2025-03-06 03:59:45,34
A02062,S1017,DS400,quiz,DS400-Q1001,2025-02-19 09:25:44,58
A02063,S1039,DS400,quiz,DS400-Q0102,2025-03-29 07:33:09,23
A02064,S1029,CS101,video,CS101-V0103,2025-02-25 19:17:14,86
A02065,S1039,CS301,discussion,CS301-D0801,2025-02-22 16:08:03,63
A02066,S1046,MATH150,video,MATH150-V1005,2025-05-01 16:59:06,67
A02067,S1016,DS200,video,DS200-V0101,2025-02-14 22:50:14,47
A02068,S1026,CS101,discussion,CS101-D0402,2025-02-05 12:40:22,6
A02069,S1017,DS400,quiz,DS400-Q1004,2025-03-24 05:24:25,65
A02070,S1033,DS400,quiz,DS400-Q0602,2025-04-10 04:28:38,48
A02071,S1043,DS400,reading,DS400-R0302,2025-04-04 18:14:18,69
A02072,S1026,CS101,lecture,CS101-L0401,2025-02-28 21:00:57,39
A02073,S1016,CS301,assignment,CS301-A0205,2025-04-25 21:39:08,74
A02074,S1021,CS101,quiz,CS101-Q0203,2025-04-23 23:02:43,21
A02075,S1014,DS400,lecture,DS400-L0102,2025-04-05 07:01:05,74
A02076,S1011,DS400,assignment,DS400-A0601,2025-02-10 20:24:29,39
A02077,S1013,CS301,reading,CS301-R0902,2025-02-07 09:01:10,79
A02078,S1013,CS101,discussion,CS101-D0704,2025-02-09 21:30:32,27
A02079,S1044,DS400,quiz,DS400-Q0205,2025-02-13 01:17:29,19
A02080,S1026,CS101,assignment,CS101-A0302,2025-02-13 02:11:56,27
A02081,S1011,CS101,assignment,CS101-A0804,2025-03-19 04:04:20,85
A02082,S1009,CS101,lecture,CS101-L1001,2025-02-13 03:04:16,15
A02083,S1025,CS301,lecture,CS301-L0302,2025-02-05 22:26:44,16
A02084,S1040,CS101,quiz,CS101-Q0303,2025-04-07 02:50:22,68
A02085,S1049,CS301,video,CS301-V0405,2025-04-15 09:01:58,28
A02086,S1003,MATH150,discussion,MATH150-D0404,2025-03-10 19:03:02,44
A02087,S1014,DS400,lecture,DS400-L0304,2025-04-06 00:59:42,86
A02088,S1020,DS400,lecture,DS400-L0303,2025-02-18 23:21:17,13
A02089,S1006,MATH150,lecture,MATH150-L0904,2025-04-03 14:05:34,68
A02090,S1009,MATH150,lecture,MATH150-L1003,2025-02-14 22:38:45,20
A02091,S1039,MATH150,quiz,MATH150-Q0301,2025-04-24 10:14:50,76
A02092,S1013,MATH150,reading,MATH150-R0701,2025-04-21 13:26:41,84
A02093,S1001,DS200,assignment,DS200-A1005,2025-03-07 09:23:24,17
A02094,S1050,DS400,quiz,DS400-Q0101,2025-02-24 02:12:55,59
A02095,S1008,DS200,reading,DS200-R0404,2025-03-08 17:29:37,71
A02096,S1021,DS400,reading,DS400-R0703,2025-04-16 21:50:50,17
A02097,S1014,CS101,reading,CS101-R0202,2025-02-04 08:41:02,19
A02098,S1031,CS101,quiz,CS101-Q0203,2025-04-02 12:14:04,21
A02099,S1031,DS200,discussion,DS200-D0803,2025-02-07 17:27:20,22
A02100,S1039,DS400,lecture,DS400-L0801,2025-03-15 17:44:43,55
A02101,S1038,CS101,quiz,CS101-Q0402,2025-02-14 03:39:06,37
A02102,S1034,CS101,reading,CS101-R0603,2025-04-26 18:19:12,21
A02103,S1044,CS101,video,CS101-V0501,2025-02-26 02:45:45,8
A02104,S1008,CS101,discussion,CS101-D0604,2025-03-22 01:35:28,73
A02105,S1050,CS301,reading,CS301-R0703,2025-04-03 08:24:09,9
A02106,S1024,CS301,discussion,CS301-D0603,2025-03-01 13:07:31,55
A02107,S1012,DS200,reading,DS200-R0801,2025-02-15 03:49:49,33
A02108,S1030,CS301,lecture,CS301-L0201,2025-03-27 18:01:57,8
A02109,S1050,CS101,discussion,CS101-D0201,2025-02-21 23:46:54,4
A02110,S1048,CS301,discussion,CS301-D0401,2025-03-17 11:55:49,52
A02111,S1018,CS101,quiz,CS101-Q0304,2025-03-23 23:56:41,6
A02112,S1035,CS101,discussion,CS101-D0203,2025-03-17 08:17:05,14
A02113,S1010,DS400,lecture,DS400-L0203,2025-04-11 06:04:20,8
A02114,S1030,CS101,video,CS101-V0901,2025-03-13 13:00:06,58
A02115,S1007,DS200,lecture,DS200-L0802,2025-03-06 02:51:58,11
A02116,S1004,MATH150,reading,MATH150-R0903,2025-03-21 15:26:45,39
A02117,S1013,CS301,video,CS301-V0202,2025-02-04 06:41:26,3
A02118,S1037,CS301,video,CS301-V0605,2025-04-26 07:28:59,68
A02119,S1044,MATH150,quiz,MATH150-Q0704,2025-03-31 18:04:46,33
A02120,S1032,CS101,video,CS101-V0205,2025-02-02 09:39:49,43
A02121,S1013,DS200,discussion,DS200-D0702,2025-04-22 17:41:18,57
A02122,S1017,CS301,quiz,CS301-Q0702,2025-02-09 12:51:13,46
A02123,S1038,CS101,discussion,CS101-D0402,2025-04-10 18:49:32,61
A02124,S1002,CS101,lecture,CS101-L0504,2025-03-14 03:29:20,55
A02125,S1007,MATH150,reading,MATH150-R1001,2025-04-16 04:25:36,9
A02126,S1008,CS101,quiz,CS101-Q1004,2025-04-07 14:04:05,60
A02127,S1008,MATH150,lecture,MATH150-L0103,2025-03-30 17:23:23,31
A02128,S1035,DS400,lecture,DS400-L1003,2025-03-29 14:50:09,1
A02129,S1021,DS200,assignment,DS200-A0203,2025-04-19 00:50:40,23
A02130,S1003,MATH150,discussion,MATH150-D1005,2025-02-05 13:14:01,76
A02131,S1020,DS400,quiz,DS400-Q0705,2025-03-25 06:01:21,64
A02132,S1041,DS200,assignment,DS200-A0202,2025-03-18 20:22:15,76
A02133,S1029,CS101,quiz,CS101-Q0705,2025-03-27 21:45:44,38
A02134,S1007,CS301,quiz,CS301-Q0202,2025-02-22 20:54:10,63
A02135,S1019,CS101,quiz,CS101-Q0805,2025-02-27 17:09:22,32
A02136,S1015,DS200,reading,DS200-R0702,2025-02-22 08:26:26,89
A02137,S1033,DS400,discussion,DS400-D0505,2025-03-29 01:32:21,15
A02138,S1040,CS301,lecture,CS301-L0203,2025-02-17 21:44:09,56
A02139,S1043,DS200,lecture,DS200-L0404,2025-02-06 19:43:09,66
A02140,S1030,DS400,video,DS400-V0201,2025-03-13 18:01:24,8
A02141,S1011,CS101,assignment,CS101-A0501,2025-04-25 08:40:55,70
A02142,S1006,DS200,reading,DS200-R1005,2025-03-23 16:11:52,77
A02143,S1033,DS400,quiz,DS400-Q0301,2025-02-09 23:29:47,57
A02144,S1002,DS400,discussion,DS400-D1003,2025-04-07 02:18:01,66
A02145,S1002,CS101,discussion,CS101-D0703,2025-03-03 09:33:45,69
A02146,S1009,DS200,lecture,DS200-L0803,2025-03-24 13:08:54,66
A02147,S1048,DS200,discussion,DS200-D0805,2025-03-10 03:56:27,57
A02148,S1001,DS400,video,DS400-V0101,2025-02-27 01:36:21,70
A02149,S1003,CS301,quiz,CS301-Q0604,2025-04-07 14:10:44,12
A02150,S1012,DS200,quiz,DS200-Q1001,2025-03-02 22:56:27,77
A02151,S1026,CS101,assignment,CS101-A0202,2025-03-23 11:24:17,64
A02152,S1044,DS400,reading,DS400-R0305,2025-04-07 23:05:58,55
A02153,S1036,DS400,video,DS400-V0804,2025-03-30 01:09:06,86
A02154,S1031,CS101,reading,CS101-R0105,2025-03-08 07:17:58,30
A02155,S1046,CS101,reading,CS101-R0205,2025-03-14 23:48:18,15
A02156,S1023,CS301,lecture,CS301-L0805,2025-04-05 05:39:19,32
A02157,S1012,CS301,reading,CS301-R0905,2025-02-23 15:11:16,43
A02158,S1047,CS301,reading,CS301-R0204,2025-03-30 06:49:56,85
A02159,S1043,CS301,video,CS301-V0501,2025-04-28 18:34:59,78
A02160,S1027,MATH150,discussion,MATH150-D0704,2025-03-26 23:03:29,32
A02161,S1047,MATH150,discussion,MATH150-D0701,2025-02-27 15:55:21,58
A02162,S1033,MATH150,video,MATH150-V0204,2025-02-02 23:59:27,20
A02163,S1036,MATH150,lecture,MATH150-L0702,2025-02-17 09:18:12,46
A02164,S1038,DS200,assignment,DS200-A0703,2025-03-26 13:19:15,70
A02165,S1009,CS101,discussion,CS101-D1002,2025-02-27 16:33:35,69
A02166,S1026,DS400,assignment,DS400-A0902,2025-04-02 11:50:10,6
A02167,S1028,DS200,reading,DS200-R0704,2025-02-16 13:34:12,68
A02168,S1029,DS400,discussion,DS400-D0204,2025-02-04 00:19:01,80
A02169,S1005,CS101,reading,CS101-R0202,2025-04-23 10:15:28,15
A02170,S1038,DS200,reading,DS200-R1002,2025-04-22 13:24:29,27
A02171,S1046,CS301,lecture,CS301-L0402,2025-03-20 00:00:46,53
A02172,S1001,MATH150,video,MATH150-V0401,2025-05-02 00:50:15,33
A02173,S1021,DS400,discussion,DS400-D0204,2025-03-06 03:35:30,90
A02174,S1002,DS200,reading,DS200-R0503,2025-03-21 23:44:18,19
A02175,S1017,CS101,discussion,CS101-D0204,2025-03-04 17:38:53,84
A02176,S1003,DS200,assignment,DS200-A0503,2025-02-04 14:45:51,73
A02177,S1027,CS301,lecture,CS301-L0804,2025-04-29 22:05:54,9
A02178,S1050,DS400,video,DS400-V0505,2025-03-26 03:06:57,74
A02179,S1049,DS400,assignment,DS400-A0105,2025-03-26 09:38:39,1
A02180,S1026,CS301,discussion,CS301-D0301,2025-02-28 05:33:47,11
A02181,S1029,MATH150,quiz,MATH150-Q0901,2025-04-19 07:24:49,29
A02182,S1021,DS400,video,DS400-V0704,2025-02-27 14:28:55,70
A02183,S1028,DS400,assignment,DS400-A0905,2025-04-21 00:10:01,32
A02184,S1045,DS400,quiz,DS400-Q1005,2025-03-16 15:00:27,40
A02185,S1033,CS301,discussion,CS301-D0501,2025-03-05 15:39:06,44
A02186,S1038,MATH150,reading,MATH150-R0101,2025-02-13 22:08:19,79
A02187,S1009,DS400,assignment,DS400-A0301,2025-04-24 21:29:43,88
A02188,S1050,CS301,reading,CS301-R0404,2025-04-29 04:48:14,89
A02189,S1003,MATH150,lecture,MATH150-L0204,2025-02-09 12:05:29,55
A02190,S1044,CS101,video,CS101-V1005,2025-04-15 22:51:30,72
A02191,S1026,DS200,quiz,DS200-Q0602,2025-03-13 18:08:04,83
A02192,S1009,CS101,discussion,CS101-D1003,2025-03-05 16:24:51,48
A02193,S1039,CS101,quiz,CS101-Q0801,2025-02-06 15:27:26,4
A02194,S1039,DS400,reading,DS400-R0303,2025-03-25 08:44:14,75
A02195,S1017,DS200,lecture,DS200-L0504,2025-03-10 06:50:34,88
A02196,S1018,DS400,discussion,DS400-D0704,2025-03-22 04:11:33,53
A02197,S1004,MATH150,quiz,MATH150-Q0502,2025-02-03 06:22:31,40
A02198,S1021,CS301,reading,CS301-R0804,2025-03-06 20:59:20,69
A02199,S1002,DS400,quiz,DS400-Q0503,2025-02-23 07:16:11,25
A02200,S1033,DS400,lecture,DS400-L0702,2025-02-25 10:01:48,48
A02201,S1017,CS301,quiz,CS301-Q0302,2025-04-17 16:08:42,54
A02202,S1022,MATH150,lecture,MATH150-L0204,2025-04-04 07:02:46,43
A02203,S1039,DS400,reading,DS400-R0401,2025-02-02 18:15:38,89
A02204,S1044,CS301,video,CS301-V0301,2025-02-18 20:29:25,20
A02205,S1019,DS200,quiz,DS200-Q0704,2025-04-10 05:56:43,85
A02206,S1031,MATH150,quiz,MATH150-Q0303,2025-04-02 09:57:19,9
A02207,S1025,CS101,lecture,CS101-L0202,2025-03-01 03:32:28,13
A02208,S1006,MATH150,discussion,MATH150-D0505,2025-04-20 05:47:42,67
A02209,S1041,CS301,lecture,CS301-L0105,2025-02-03 07:54:38,14
A02210,S1031,DS400,discussion,DS400-D0704,2025-04-11 21:35:55,64
A02211,S1036,DS200,video,DS200-V0202,2025-03-29 23:23:21,77
A02212,S1023,CS301,lecture,CS301-L0504,2025-02-14 23:17:19,53
A02213,S1017,DS200,assignment,DS200-A0701,2025-02-16 04:06:02,15
A02214,S1011,CS101,video,CS101-V0903,2025-02-24 02:05:08,62
A02215,S1022,DS200,quiz,DS200-Q0605,2025-04-13 16:46:29,50
A02216,S1049,DS400,lecture,DS400-L0805,2025-03-07 21:18:37,82
A02217,S1011,MATH150,reading,MATH150-R0902,2025-03-03 22:43:31,17
A02218,S1008,DS400,assignment,DS400-A0405,2025-03-05 08:35:48,33
A02219,S1024,MATH150,lecture,MATH150-L0104,2025-02-26 13:52:16,40
A02220,S1042,MATH150,reading,MATH150-R0803,2025-04-14 16:42:31,19
A02221,S1013,CS101,lecture,CS101-L0302,2025-02-16 20:09:11,58
A02222,S1019,DS400,discussion,DS400-D0805,2025-04-14 01:57:51,11
A02223,S1029,CS301,quiz,CS301-Q0402,2025-04-07 09:19:05,38
A02224,S1042,DS200,quiz,DS200-Q0301,2025-02-20 11:27:05,72
A02225,S1035,CS301,assignment,CS301-A0301,2025-04-30 00:48:34,61
A02226,S1023,CS101,assignment,CS101-A0901,2025-04-20 15:50:52,9
A02227,S1039,CS301,video,CS301-V0103,2025-03-05 19:26:15,82
A02228,S1013,CS101,quiz,CS101-Q1002,2025-03-05 10:13:47,70
A02229,S1033,DS200,reading,DS200-R1002,2025-03-06 00:16:03,30
A02230,S1020,CS101,lecture,CS101-L0205,2025-02-08 13:59:42,51
A02231,S1029,CS301,discussion,CS301-D0505,2025-04-30 17:44:07,9
A02232,S1028,MATH150,video,MATH150-V0503,2025-02-26 13:42:17,86
A02233,S1024,MATH150,reading,MATH150-R0701,2025-04-23 01:17:59,69
A02234,S1014,DS400,reading,DS400-R0204,2025-04-01 09:28:31,80
A02235,S1014,CS301,assignment,CS301-A0901,2025-02-03 09:12:19,83
A02236,S1044,MATH150,video,MATH150-V1001,2025-02-16 03:39:18,69
A02237,S1030,DS400,discussion,DS400-D0505,2025-04-14 06:23:40,50
A02238,S1040,DS400,discussion,DS400-D0705,2025-03-25 02:32:28,66
A02239,S1050,DS200,assignment,DS200-A1001,2025-03-03 14:07:55,41
A02240,S1031,DS400,assignment,DS400-A0304,2025-02-12 00:47:14,36
A02241,S1029,DS200,reading,DS200-R0702,2025-02-05 09:48:42,12
A02242,S1047,DS400,discussion,DS400-D0703,2025-02-18 20:46:26,35
A02243,S1009,DS200,discussion,DS200-D0405,2025-03-17 12:24:26,21
A02244,S1034,DS200,video,DS200-V1001,2025-02-16 12:39:34,15
A02245,S1042,DS400,quiz,DS400-Q0104,2025-05-02 04:33:57,21
A02246,S1037,DS200,video,DS200-V0905,2025-05-02 14:21:35,7
A02247,S1046,DS400,discussion,DS400-D0402,2025-02-16 00:26:39,16
A02248,S1003,CS101,lecture,CS101-L0302,2025-02-18 22:24:14,1
A02249,S1002,CS101,assignment,CS101-A0904,2025-03-18 15:51:13,56
A02250,S1025,CS101,lecture,CS101-L0105,2025-04-24 13:14:18,81
A02251,S1039,DS400,assignment,DS400-A0804,2025-02-13 16:30:48,2
A02252,S1036,CS101,reading,CS101-R0403,2025-03-11 03:02:54,12
A02253,S1019,CS101,assignment,CS101-A0405,2025-03-01 23:11:24,41
A02254,S1042,DS200,assignment,DS200-A0205,2025-03-23 10:05:30,7
A02255,S1031,MATH150,quiz,MATH150-Q0902,2025-02-20 19:16:44,41
A02256,S1020,CS301,discussion,CS301-D0601,2025-02-05 06:10:36,1
A02257,S1013,CS101,quiz,CS101-Q0702,2025-02-02 05:06:01,48
A02258,S1018,MATH150,assignment,MATH150-A1004,2025-03-16 08:27:20,10
A02259,S1022,CS101,assignment,CS101-A0104,2025-03-15 21:32:27,86
A02260,S1025,CS301,reading,CS301-R0201,2025-02-03 03:18:55,83
A02261,S1026,MATH150,reading,MATH150-R0201,2025-04-11 05:33:00,29
A02262,S1019,CS101,quiz,CS101-Q0903,2025-02-11 15:16:27,52
A02263,S1040,DS400,reading,DS400-R1004,2025-02-05 22:41:38,67
A02264,S1040,CS101,reading,CS101-R0902,2025-03-15 14:39:25,54
A02265,S1036,DS200,reading,DS200-R0902,2025-03-10 13:32:40,69
A02266,S1047,DS400,discussion,DS400-D1004,2025-02-17 08:08:04,50
A02267,S1039,CS301,lecture,CS301-L0902,2025-03-26 07:04:00,56
A02268,S1036,DS400,discussion,DS400-D1001,2025-03-19 17:52:48,68
A02269,S1044,CS301,discussion,CS301-D0203,2025-02-04 20:18:35,48
A02270,S1038,CS301,video,CS301-V0604,2025-04-24 19:20:19,10
A02271,S1037,CS301,quiz,CS301-Q0105,2025-02-24 20:35:14,17
A02272,S1002,CS101,video,CS101-V0703,2025-03-18 00:06:31,81
A02273,S1034,DS400,discussion,DS400-D0304,2025-02-03 07:09:41,39
A02274,S1006,DS400,lecture,DS400-L1003,2025-02-15 09:17:07,10
A02275,S1030,MATH150,reading,MATH150-R0903,2025-02-13 07:22:10,59
A02276,S1032,CS301,reading,CS301-R0202,2025-03-21 06:41:42,38
A02277,S1025,DS400,video,DS400-V0201,2025-03-26 11:26:09,87
A02278,S1042,DS400,video,DS400-V0501,2025-04-01 22:57:13,76
A02279,S1026,DS200,quiz,DS200-Q0502,2025-02-17 16:05:16,19
A02280,S1039,CS301,reading,CS301-R0905,2025-02-09 02:24:08,58
A02281,S1004,MATH150,assignment,MATH150-A0603,2025-05-01 19:56:15,17
A02282,S1007,DS400,reading,DS400-R0503,2025-03-21 01:38:09,6
A02283,S1021,CS301,discussion,CS301-D0301,2025-04-24 21:44:10,74
A02284,S1010,DS200,reading,DS200-R0801,2025-04-11 20:03:35,74
A02285,S1002,CS101,lecture,CS101-L0702,2025-05-02 17:07:32,44
A02286,S1027,MATH150,lecture,MATH150-L0802,2025-02-22 09:13:30,18
A02287,S1018,CS301,video,CS301-V0902,2025-05-02 03:36:52,72
A02288,S1040,MATH150,assignment,MATH150-A0501,2025-02-07 13:01:57,12
A02289,S1032,DS400,assignment,DS400-A0902,2025-02-17 11:53:28,89
A02290,S1017,CS301,video,CS301-V0202,2025-03-14 14:51:47,10
A02291,S1025,DS400,reading,DS400-R0104,2025-02-08 06:30:34,8
A02292,S1023,DS400,assignment,DS400-A0101,2025-02-13 03:37:05,74
A02293,S1024,CS101,discussion,CS101-D0304,2025-04-28 21:14:31,14
A02294,S1043,CS101,reading,CS101-R0304,2025-02-09 17:22:05,6
A02295,S1048,MATH150,video,MATH150-V0801,2025-04-22 13:33:51,73
A02296,S1009,DS200,lecture,DS200-L0104,2025-02-08 18:05:17,56
A02297,S1038,MATH150,assignment,MATH150-A0101,2025-03-20 20:25:01,33
A02298,S1045,CS101,discussion,CS101-D1003,2025-03-28 09:57:17,42
A02299,S1045,MATH150,video,MATH150-V0305,2025-03-24 13:02:51,60
A02300,S1027,DS400,discussion,DS400-D1002,2025-04-26 20:59:53,53
A02301,S1023,DS200,discussion,DS200-D0503,2025-03-19 17:16:18,15
A02302,S1027,CS101,discussion,CS101-D0902,2025-03-19 21:44:24,26
A02303,S1020,DS400,lecture,DS400-L0401,2025-02-05 07:41:49,34
A02304,S1022,CS101,video,CS101-V0605,2025-04-07 08:07:45,79
A02305,S1026,DS200,assignment,DS200-A0301,2025-03-19 08:04:42,38
A02306,S1014,MATH150,quiz,MATH150-Q0505,2025-04-17 01:02:12,31
A02307,S1022,DS200,quiz,DS200-Q0901,2025-03-13 06:06:56,35
A02308,S1035,CS301,lecture,CS301-L0704,2025-02-20 16:24:36,76
A02309,S1036,DS200,assignment,DS200-A0503,2025-03-26 11:44:31,65
A02310,S1013,DS400,reading,DS400-R0303,2025-04-20 13:31:52,30
A02311,S1025,MATH150,quiz,MATH150-Q0305,2025-02-06 11:27:07,43
A02312,S1022,CS101,quiz,CS101-Q0803,2025-04-11 06:58:02,7
A02313,S1026,MATH150,quiz,MATH150-Q1003,2025-03-08 02:10:06,11
A02314,S1024,CS301,video,CS301-V0405,2025-02-19 14:48:56,2
A02315,S1039,CS101,discussion,CS101-D0603,2025-02-12 06:34:48,6
A02316,S1032,MATH150,assignment,MATH150-A0105,2025-02-11 17:56:33,30
A02317,S1007,CS101,lecture,CS101-L0805,2025-03-11 12:47:55,13
A02318,S1039,CS101,video,CS101-V0603,2025-04-11 05:44:10,57
A02319,S1044,CS301,lecture,CS301-L0302,2025-04-04 09:53:36,4
A02320,S1026,DS400,reading,DS400-R0403,2025-04-22 06:00:28,35
A02321,S1045,CS101,assignment,CS101-A0301,2025-04-29 13:41:37,11
A02322,S1043,DS200,video,DS200-V0803,2025-04-19 01:57:12,73
A02323,S1023,CS101,lecture,CS101-L0304,2025-04-16 14:47:50,90
A02324,S1004,CS101,reading,CS101-R0203,2025-02-22 16:58:37,24
A02325,S1023,DS400,reading,DS400-R0805,2025-03-06 20:40:49,5
A02326,S1029,MATH150,lecture,MATH150-L0801,2025-04-17 03:28:11,57
A02327,S1046,DS200,video,DS200-V0805,2025-03-27 08:15:12,7
A02328,S1023,DS400,assignment,DS400-A0601,2025-05-01 13:25:50,30
A02329,S1043,CS101,lecture,CS101-L0104,2025-03-01 19:39:16,87
A02330,S1040,DS200,reading,DS200-R0102,2025-04-09 20:48:37,75
A02331,S1008,CS101,reading,CS101-R0602,2025-02-04 22:10:08,28
A02332,S1028,CS101,discussion,CS101-D1003,2025-02-08 03:00:37,10
A02333,S1035,MATH150,assignment,MATH150-A1001,2025-02-23 08:46:53,84
A02334,S1022,DS400,discussion,DS400-D0305,2025-03-08 17:51:43,45
A02335,S1049,DS200,reading,DS200-R1003,2025-02-16 02:18:49,6
A02336,S1024,CS301,lecture,CS301-L0101,2025-03-13 10:36:08,63
A02337,S1037,DS400,lecture,DS400-L0104,2025-03-29 07:54:05,55
A02338,S1036,CS101,lecture,CS101-L0904,2025-04-12 11:57:24,57
A02339,S1031,MATH150,lecture,MATH150-L0404,2025-03-22 12:13:57,35
A02340,S1045,DS200,assignment,DS200-A0402,2025-03-29 05:45:53,37
A02341,S1020,DS400,assignment,DS400-A0602,2025-02-03 20:43:12,1
A02342,S1026,CS301,quiz,CS301-Q0702,2025-03-06 07:36:29,42
A02343,S1001,DS200,video,DS200-V0601,2025-02-08 22:44:41,64
A02344,S1014,CS301,reading,CS301-R0502,2025-04-30 03:23:01,51
A02345,S1012,MATH150,lecture,MATH150-L0805,2025-02-26 14:35:07,24
A02346,S1038,CS101,assignment,CS101-A0305,2025-04-11 01:46:03,20
A02347,S1015,DS200,reading,DS200-R0601,2025-02-08 15:26:27,2
A02348,S1048,CS101,discussion,CS101-D0104,2025-04-24 07:46:29,87
A02349,S1003,MATH150,video,MATH150-V0105,2025-03-27 20:00:01,53
A02350,S1033,MATH150,video,MATH150-V0102,2025-04-28 22:23:01,15
A02351,S1006,CS301,quiz,CS301-Q0802,2025-04-20 00:25:37,18
A02352,S1040,CS101,reading,CS101-R0604,2025-03-06 07:23:43,73
A02353,S1036,DS400,quiz,DS400-Q0605,2025-04-26 10:30:38,24
A02354,S1006,DS200,discussion,DS200-D1004,2025-03-04 03:12:14,22
A02355,S1026,CS101,video,CS101-V0404,2025-04-08 00:33:13,23
A02356,S1001,DS200,quiz,DS200-Q0603,2025-03-24 10:09:10,24
A02357,S1005,MATH150,quiz,MATH150-Q0801,2025-04-10 08:10:01,77
A02358,S1009,CS101,quiz,CS101-Q0201,2025-04-20 15:44:51,45
A02359,S1011,DS200,assignment,DS200-A0901,2025-02-19 10:31:44,25
A02360,S1028,DS200,lecture,DS200-L1002,2025-02-08 10:16:14,46
A02361,S1034,CS101,discussion,CS101-D1004,2025-04-13 01:08:48,1
A02362,S1044,MATH150,discussion,MATH150-D0204,2025-02-12 04:53:34,15
A02363,S1033,CS301,video,CS301-V0903,2025-03-06 03:16:38,71
A02364,S1036,CS101,assignment,CS101-A1003,2025-03-29 02:44:00,60
A02365,S1045,CS301,video,CS301-V0204,2025-03-27 20:31:46,67
A02366,S1003,CS101,reading,CS101-R0404,2025-03-25 19:30:52,90
A02367,S1039,DS200,lecture,DS200-L0904,2025-04-01 23:11:52,20
A02368,S1033,DS400,quiz,DS400-Q0305,2025-02-28 16:18:38,43
A02369,S1020,CS101,assignment,CS101-A0205,2025-02-15 06:43:36,22
A02370,S1047,CS301,video,CS301-V0101,2025-02-19 02:50:19,71
A02371,S1014,DS400,reading,DS400-R0902,2025-04-03 13:54:54,30
A02372,S1009,DS200,lecture,DS200-L0501,2025-02-28 19:22:15,36
A02373,S1032,MATH150,assignment,MATH150-A0402,2025-05-02 15:17:39,68
A02374,S1048,CS101,lecture,CS101-L0703,2025-03-29 22:04:20,78
A02375,S1046,DS200,assignment,DS200-A0102,2025-04-14 07:16:32,81
A02376,S1048,CS101,video,CS101-V0102,2025-02-06 19:04:58,36
A02377,S1046,DS200,video,DS200-V0302,2025-04-12 11:30:56,57
A02378,S1032,MATH150,video,MATH150-V0202,2025-03-10 01:55:01,25
A02379,S1003,DS200,discussion,DS200-D0204,2025-03-06 10:36:57,7
